provider;imsi;pin;cert
1435NSI;1000000000001434;2545;THIS IS MY CERT 1000000000001434
1436NSI;1000000000001435;2546;THIS IS MY CERT 1000000000001435
1437NSI;1000000000001436;2547;THIS IS MY CERT 1000000000001436
1438NSI;1000000000001437;2548;THIS IS MY CERT 1000000000001437
1439NSI;1000000000001438;2549;THIS IS MY CERT 1000000000001438
1440NSI;1000000000001439;2550;THIS IS MY CERT 1000000000001439
1441NSI;1000000000001440;2551;THIS IS MY CERT 1000000000001440
1442NSI;1000000000001441;2552;THIS IS MY CERT 1000000000001441
1443NSI;1000000000001442;2553;THIS IS MY CERT 1000000000001442
1444NSI;1000000000001443;2554;THIS IS MY CERT 1000000000001443
1445NSI;1000000000001444;2555;THIS IS MY CERT 1000000000001444
1446NSI;1000000000001445;2556;THIS IS MY CERT 1000000000001445
1447NSI;1000000000001446;2557;THIS IS MY CERT 1000000000001446
1448NSI;1000000000001447;2558;THIS IS MY CERT 1000000000001447
1449NSI;1000000000001448;2559;THIS IS MY CERT 1000000000001448
1450NSI;1000000000001449;2560;THIS IS MY CERT 1000000000001449
1451NSI;1000000000001450;2561;THIS IS MY CERT 1000000000001450
1452NSI;1000000000001451;2562;THIS IS MY CERT 1000000000001451
1453NSI;1000000000001452;2563;THIS IS MY CERT 1000000000001452
1454NSI;1000000000001453;2564;THIS IS MY CERT 1000000000001453
1455NSI;1000000000001454;2565;THIS IS MY CERT 1000000000001454
1456NSI;1000000000001455;2566;THIS IS MY CERT 1000000000001455
1457NSI;1000000000001456;2567;THIS IS MY CERT 1000000000001456
1458NSI;1000000000001457;2568;THIS IS MY CERT 1000000000001457
1459NSI;1000000000001458;2569;THIS IS MY CERT 1000000000001458
1460NSI;1000000000001459;2570;THIS IS MY CERT 1000000000001459
1461NSI;1000000000001460;2571;THIS IS MY CERT 1000000000001460
1462NSI;1000000000001461;2572;THIS IS MY CERT 1000000000001461
1463NSI;1000000000001462;2573;THIS IS MY CERT 1000000000001462
1464NSI;1000000000001463;2574;THIS IS MY CERT 1000000000001463
1465NSI;1000000000001464;2575;THIS IS MY CERT 1000000000001464
1466NSI;1000000000001465;2576;THIS IS MY CERT 1000000000001465
1467NSI;1000000000001466;2577;THIS IS MY CERT 1000000000001466
1468NSI;1000000000001467;2578;THIS IS MY CERT 1000000000001467
1469NSI;1000000000001468;2579;THIS IS MY CERT 1000000000001468
1470NSI;1000000000001469;2580;THIS IS MY CERT 1000000000001469
1471NSI;1000000000001470;2581;THIS IS MY CERT 1000000000001470
1472NSI;1000000000001471;2582;THIS IS MY CERT 1000000000001471
1473NSI;1000000000001472;2583;THIS IS MY CERT 1000000000001472
1474NSI;1000000000001473;2584;THIS IS MY CERT 1000000000001473
1475NSI;1000000000001474;2585;THIS IS MY CERT 1000000000001474
1476NSI;1000000000001475;2586;THIS IS MY CERT 1000000000001475
1477NSI;1000000000001476;2587;THIS IS MY CERT 1000000000001476
1478NSI;1000000000001477;2588;THIS IS MY CERT 1000000000001477
1479NSI;1000000000001478;2589;THIS IS MY CERT 1000000000001478
1480NSI;1000000000001479;2590;THIS IS MY CERT 1000000000001479
1481NSI;1000000000001480;2591;THIS IS MY CERT 1000000000001480
1482NSI;1000000000001481;2592;THIS IS MY CERT 1000000000001481
1483NSI;1000000000001482;2593;THIS IS MY CERT 1000000000001482
1484NSI;1000000000001483;2594;THIS IS MY CERT 1000000000001483
1485NSI;1000000000001484;2595;THIS IS MY CERT 1000000000001484
1486NSI;1000000000001485;2596;THIS IS MY CERT 1000000000001485
1487NSI;1000000000001486;2597;THIS IS MY CERT 1000000000001486
1488NSI;1000000000001487;2598;THIS IS MY CERT 1000000000001487
1489NSI;1000000000001488;2599;THIS IS MY CERT 1000000000001488
1490NSI;1000000000001489;2600;THIS IS MY CERT 1000000000001489
1491NSI;1000000000001490;2601;THIS IS MY CERT 1000000000001490
1492NSI;1000000000001491;2602;THIS IS MY CERT 1000000000001491
1493NSI;1000000000001492;2603;THIS IS MY CERT 1000000000001492
1494NSI;1000000000001493;2604;THIS IS MY CERT 1000000000001493
1495NSI;1000000000001494;2605;THIS IS MY CERT 1000000000001494
1496NSI;1000000000001495;2606;THIS IS MY CERT 1000000000001495
1497NSI;1000000000001496;2607;THIS IS MY CERT 1000000000001496
1498NSI;1000000000001497;2608;THIS IS MY CERT 1000000000001497
1499NSI;1000000000001498;2609;THIS IS MY CERT 1000000000001498
1500NSI;1000000000001499;2610;THIS IS MY CERT 1000000000001499
1501NSI;1000000000001500;2611;THIS IS MY CERT 1000000000001500
1502NSI;1000000000001501;2612;THIS IS MY CERT 1000000000001501
1503NSI;1000000000001502;2613;THIS IS MY CERT 1000000000001502
1504NSI;1000000000001503;2614;THIS IS MY CERT 1000000000001503
1505NSI;1000000000001504;2615;THIS IS MY CERT 1000000000001504
1506NSI;1000000000001505;2616;THIS IS MY CERT 1000000000001505
1507NSI;1000000000001506;2617;THIS IS MY CERT 1000000000001506
1508NSI;1000000000001507;2618;THIS IS MY CERT 1000000000001507
1509NSI;1000000000001508;2619;THIS IS MY CERT 1000000000001508
1510NSI;1000000000001509;2620;THIS IS MY CERT 1000000000001509
1511NSI;1000000000001510;2621;THIS IS MY CERT 1000000000001510
1512NSI;1000000000001511;2622;THIS IS MY CERT 1000000000001511
1513NSI;1000000000001512;2623;THIS IS MY CERT 1000000000001512
1514NSI;1000000000001513;2624;THIS IS MY CERT 1000000000001513
1515NSI;1000000000001514;2625;THIS IS MY CERT 1000000000001514
1516NSI;1000000000001515;2626;THIS IS MY CERT 1000000000001515
1517NSI;1000000000001516;2627;THIS IS MY CERT 1000000000001516
1518NSI;1000000000001517;2628;THIS IS MY CERT 1000000000001517
1519NSI;1000000000001518;2629;THIS IS MY CERT 1000000000001518
1520NSI;1000000000001519;2630;THIS IS MY CERT 1000000000001519
1521NSI;1000000000001520;2631;THIS IS MY CERT 1000000000001520
1522NSI;1000000000001521;2632;THIS IS MY CERT 1000000000001521
1523NSI;1000000000001522;2633;THIS IS MY CERT 1000000000001522
1524NSI;1000000000001523;2634;THIS IS MY CERT 1000000000001523
1525NSI;1000000000001524;2635;THIS IS MY CERT 1000000000001524
1526NSI;1000000000001525;2636;THIS IS MY CERT 1000000000001525
1527NSI;1000000000001526;2637;THIS IS MY CERT 1000000000001526
1528NSI;1000000000001527;2638;THIS IS MY CERT 1000000000001527
1529NSI;1000000000001528;2639;THIS IS MY CERT 1000000000001528
1530NSI;1000000000001529;2640;THIS IS MY CERT 1000000000001529
1531NSI;1000000000001530;2641;THIS IS MY CERT 1000000000001530
1532NSI;1000000000001531;2642;THIS IS MY CERT 1000000000001531
1533NSI;1000000000001532;2643;THIS IS MY CERT 1000000000001532
1534NSI;1000000000001533;2644;THIS IS MY CERT 1000000000001533
1535NSI;1000000000001534;2645;THIS IS MY CERT 1000000000001534
1536NSI;1000000000001535;2646;THIS IS MY CERT 1000000000001535
1537NSI;1000000000001536;2647;THIS IS MY CERT 1000000000001536
1538NSI;1000000000001537;2648;THIS IS MY CERT 1000000000001537
1539NSI;1000000000001538;2649;THIS IS MY CERT 1000000000001538
1540NSI;1000000000001539;2650;THIS IS MY CERT 1000000000001539
1541NSI;1000000000001540;2651;THIS IS MY CERT 1000000000001540
1542NSI;1000000000001541;2652;THIS IS MY CERT 1000000000001541
1543NSI;1000000000001542;2653;THIS IS MY CERT 1000000000001542
1544NSI;1000000000001543;2654;THIS IS MY CERT 1000000000001543
1545NSI;1000000000001544;2655;THIS IS MY CERT 1000000000001544
1546NSI;1000000000001545;2656;THIS IS MY CERT 1000000000001545
1547NSI;1000000000001546;2657;THIS IS MY CERT 1000000000001546
1548NSI;1000000000001547;2658;THIS IS MY CERT 1000000000001547
1549NSI;1000000000001548;2659;THIS IS MY CERT 1000000000001548
1550NSI;1000000000001549;2660;THIS IS MY CERT 1000000000001549
1551NSI;1000000000001550;2661;THIS IS MY CERT 1000000000001550
1552NSI;1000000000001551;2662;THIS IS MY CERT 1000000000001551
1553NSI;1000000000001552;2663;THIS IS MY CERT 1000000000001552
1554NSI;1000000000001553;2664;THIS IS MY CERT 1000000000001553
1555NSI;1000000000001554;2665;THIS IS MY CERT 1000000000001554
1556NSI;1000000000001555;2666;THIS IS MY CERT 1000000000001555
1557NSI;1000000000001556;2667;THIS IS MY CERT 1000000000001556
1558NSI;1000000000001557;2668;THIS IS MY CERT 1000000000001557
1559NSI;1000000000001558;2669;THIS IS MY CERT 1000000000001558
1560NSI;1000000000001559;2670;THIS IS MY CERT 1000000000001559
1561NSI;1000000000001560;2671;THIS IS MY CERT 1000000000001560
1562NSI;1000000000001561;2672;THIS IS MY CERT 1000000000001561
1563NSI;1000000000001562;2673;THIS IS MY CERT 1000000000001562
1564NSI;1000000000001563;2674;THIS IS MY CERT 1000000000001563
1565NSI;1000000000001564;2675;THIS IS MY CERT 1000000000001564
1566NSI;1000000000001565;2676;THIS IS MY CERT 1000000000001565
1567NSI;1000000000001566;2677;THIS IS MY CERT 1000000000001566
1568NSI;1000000000001567;2678;THIS IS MY CERT 1000000000001567
1569NSI;1000000000001568;2679;THIS IS MY CERT 1000000000001568
1570NSI;1000000000001569;2680;THIS IS MY CERT 1000000000001569
1571NSI;1000000000001570;2681;THIS IS MY CERT 1000000000001570
1572NSI;1000000000001571;2682;THIS IS MY CERT 1000000000001571
1573NSI;1000000000001572;2683;THIS IS MY CERT 1000000000001572
1574NSI;1000000000001573;2684;THIS IS MY CERT 1000000000001573
1575NSI;1000000000001574;2685;THIS IS MY CERT 1000000000001574
1576NSI;1000000000001575;2686;THIS IS MY CERT 1000000000001575
1577NSI;1000000000001576;2687;THIS IS MY CERT 1000000000001576
1578NSI;1000000000001577;2688;THIS IS MY CERT 1000000000001577
1579NSI;1000000000001578;2689;THIS IS MY CERT 1000000000001578
1580NSI;1000000000001579;2690;THIS IS MY CERT 1000000000001579
1581NSI;1000000000001580;2691;THIS IS MY CERT 1000000000001580
1582NSI;1000000000001581;2692;THIS IS MY CERT 1000000000001581
1583NSI;1000000000001582;2693;THIS IS MY CERT 1000000000001582
1584NSI;1000000000001583;2694;THIS IS MY CERT 1000000000001583
1585NSI;1000000000001584;2695;THIS IS MY CERT 1000000000001584
1586NSI;1000000000001585;2696;THIS IS MY CERT 1000000000001585
1587NSI;1000000000001586;2697;THIS IS MY CERT 1000000000001586
1588NSI;1000000000001587;2698;THIS IS MY CERT 1000000000001587
1589NSI;1000000000001588;2699;THIS IS MY CERT 1000000000001588
1590NSI;1000000000001589;2700;THIS IS MY CERT 1000000000001589
1591NSI;1000000000001590;2701;THIS IS MY CERT 1000000000001590
1592NSI;1000000000001591;2702;THIS IS MY CERT 1000000000001591
1593NSI;1000000000001592;2703;THIS IS MY CERT 1000000000001592
1594NSI;1000000000001593;2704;THIS IS MY CERT 1000000000001593
1595NSI;1000000000001594;2705;THIS IS MY CERT 1000000000001594
1596NSI;1000000000001595;2706;THIS IS MY CERT 1000000000001595
1597NSI;1000000000001596;2707;THIS IS MY CERT 1000000000001596
1598NSI;1000000000001597;2708;THIS IS MY CERT 1000000000001597
1599NSI;1000000000001598;2709;THIS IS MY CERT 1000000000001598
1600NSI;1000000000001599;2710;THIS IS MY CERT 1000000000001599
1601NSI;1000000000001600;2711;THIS IS MY CERT 1000000000001600
1602NSI;1000000000001601;2712;THIS IS MY CERT 1000000000001601
1603NSI;1000000000001602;2713;THIS IS MY CERT 1000000000001602
1604NSI;1000000000001603;2714;THIS IS MY CERT 1000000000001603
1605NSI;1000000000001604;2715;THIS IS MY CERT 1000000000001604
1606NSI;1000000000001605;2716;THIS IS MY CERT 1000000000001605
1607NSI;1000000000001606;2717;THIS IS MY CERT 1000000000001606
1608NSI;1000000000001607;2718;THIS IS MY CERT 1000000000001607
1609NSI;1000000000001608;2719;THIS IS MY CERT 1000000000001608
1610NSI;1000000000001609;2720;THIS IS MY CERT 1000000000001609
1611NSI;1000000000001610;2721;THIS IS MY CERT 1000000000001610
1612NSI;1000000000001611;2722;THIS IS MY CERT 1000000000001611
1613NSI;1000000000001612;2723;THIS IS MY CERT 1000000000001612
1614NSI;1000000000001613;2724;THIS IS MY CERT 1000000000001613
1615NSI;1000000000001614;2725;THIS IS MY CERT 1000000000001614
1616NSI;1000000000001615;2726;THIS IS MY CERT 1000000000001615
1617NSI;1000000000001616;2727;THIS IS MY CERT 1000000000001616
1618NSI;1000000000001617;2728;THIS IS MY CERT 1000000000001617
1619NSI;1000000000001618;2729;THIS IS MY CERT 1000000000001618
1620NSI;1000000000001619;2730;THIS IS MY CERT 1000000000001619
1621NSI;1000000000001620;2731;THIS IS MY CERT 1000000000001620
1622NSI;1000000000001621;2732;THIS IS MY CERT 1000000000001621
1623NSI;1000000000001622;2733;THIS IS MY CERT 1000000000001622
1624NSI;1000000000001623;2734;THIS IS MY CERT 1000000000001623
1625NSI;1000000000001624;2735;THIS IS MY CERT 1000000000001624
1626NSI;1000000000001625;2736;THIS IS MY CERT 1000000000001625
1627NSI;1000000000001626;2737;THIS IS MY CERT 1000000000001626
1628NSI;1000000000001627;2738;THIS IS MY CERT 1000000000001627
1629NSI;1000000000001628;2739;THIS IS MY CERT 1000000000001628
1630NSI;1000000000001629;2740;THIS IS MY CERT 1000000000001629
1631NSI;1000000000001630;2741;THIS IS MY CERT 1000000000001630
1632NSI;1000000000001631;2742;THIS IS MY CERT 1000000000001631
1633NSI;1000000000001632;2743;THIS IS MY CERT 1000000000001632
1634NSI;1000000000001633;2744;THIS IS MY CERT 1000000000001633
1635NSI;1000000000001634;2745;THIS IS MY CERT 1000000000001634
1636NSI;1000000000001635;2746;THIS IS MY CERT 1000000000001635
1637NSI;1000000000001636;2747;THIS IS MY CERT 1000000000001636
1638NSI;1000000000001637;2748;THIS IS MY CERT 1000000000001637
1639NSI;1000000000001638;2749;THIS IS MY CERT 1000000000001638
1640NSI;1000000000001639;2750;THIS IS MY CERT 1000000000001639
1641NSI;1000000000001640;2751;THIS IS MY CERT 1000000000001640
1642NSI;1000000000001641;2752;THIS IS MY CERT 1000000000001641
1643NSI;1000000000001642;2753;THIS IS MY CERT 1000000000001642
1644NSI;1000000000001643;2754;THIS IS MY CERT 1000000000001643
1645NSI;1000000000001644;2755;THIS IS MY CERT 1000000000001644
1646NSI;1000000000001645;2756;THIS IS MY CERT 1000000000001645
1647NSI;1000000000001646;2757;THIS IS MY CERT 1000000000001646
1648NSI;1000000000001647;2758;THIS IS MY CERT 1000000000001647
1649NSI;1000000000001648;2759;THIS IS MY CERT 1000000000001648
1650NSI;1000000000001649;2760;THIS IS MY CERT 1000000000001649
1651NSI;1000000000001650;2761;THIS IS MY CERT 1000000000001650
1652NSI;1000000000001651;2762;THIS IS MY CERT 1000000000001651
1653NSI;1000000000001652;2763;THIS IS MY CERT 1000000000001652
1654NSI;1000000000001653;2764;THIS IS MY CERT 1000000000001653
1655NSI;1000000000001654;2765;THIS IS MY CERT 1000000000001654
1656NSI;1000000000001655;2766;THIS IS MY CERT 1000000000001655
1657NSI;1000000000001656;2767;THIS IS MY CERT 1000000000001656
1658NSI;1000000000001657;2768;THIS IS MY CERT 1000000000001657
1659NSI;1000000000001658;2769;THIS IS MY CERT 1000000000001658
1660NSI;1000000000001659;2770;THIS IS MY CERT 1000000000001659
1661NSI;1000000000001660;2771;THIS IS MY CERT 1000000000001660
1662NSI;1000000000001661;2772;THIS IS MY CERT 1000000000001661
1663NSI;1000000000001662;2773;THIS IS MY CERT 1000000000001662
1664NSI;1000000000001663;2774;THIS IS MY CERT 1000000000001663
1665NSI;1000000000001664;2775;THIS IS MY CERT 1000000000001664
1666NSI;1000000000001665;2776;THIS IS MY CERT 1000000000001665
1667NSI;1000000000001666;2777;THIS IS MY CERT 1000000000001666
1668NSI;1000000000001667;2778;THIS IS MY CERT 1000000000001667
1669NSI;1000000000001668;2779;THIS IS MY CERT 1000000000001668
1670NSI;1000000000001669;2780;THIS IS MY CERT 1000000000001669
1671NSI;1000000000001670;2781;THIS IS MY CERT 1000000000001670
1672NSI;1000000000001671;2782;THIS IS MY CERT 1000000000001671
1673NSI;1000000000001672;2783;THIS IS MY CERT 1000000000001672
1674NSI;1000000000001673;2784;THIS IS MY CERT 1000000000001673
1675NSI;1000000000001674;2785;THIS IS MY CERT 1000000000001674
1676NSI;1000000000001675;2786;THIS IS MY CERT 1000000000001675
1677NSI;1000000000001676;2787;THIS IS MY CERT 1000000000001676
1678NSI;1000000000001677;2788;THIS IS MY CERT 1000000000001677
1679NSI;1000000000001678;2789;THIS IS MY CERT 1000000000001678
1680NSI;1000000000001679;2790;THIS IS MY CERT 1000000000001679
1681NSI;1000000000001680;2791;THIS IS MY CERT 1000000000001680
1682NSI;1000000000001681;2792;THIS IS MY CERT 1000000000001681
1683NSI;1000000000001682;2793;THIS IS MY CERT 1000000000001682
1684NSI;1000000000001683;2794;THIS IS MY CERT 1000000000001683
1685NSI;1000000000001684;2795;THIS IS MY CERT 1000000000001684
1686NSI;1000000000001685;2796;THIS IS MY CERT 1000000000001685
1687NSI;1000000000001686;2797;THIS IS MY CERT 1000000000001686
1688NSI;1000000000001687;2798;THIS IS MY CERT 1000000000001687
1689NSI;1000000000001688;2799;THIS IS MY CERT 1000000000001688
1690NSI;1000000000001689;2800;THIS IS MY CERT 1000000000001689
1691NSI;1000000000001690;2801;THIS IS MY CERT 1000000000001690
1692NSI;1000000000001691;2802;THIS IS MY CERT 1000000000001691
1693NSI;1000000000001692;2803;THIS IS MY CERT 1000000000001692
1694NSI;1000000000001693;2804;THIS IS MY CERT 1000000000001693
1695NSI;1000000000001694;2805;THIS IS MY CERT 1000000000001694
1696NSI;1000000000001695;2806;THIS IS MY CERT 1000000000001695
1697NSI;1000000000001696;2807;THIS IS MY CERT 1000000000001696
1698NSI;1000000000001697;2808;THIS IS MY CERT 1000000000001697
1699NSI;1000000000001698;2809;THIS IS MY CERT 1000000000001698
1700NSI;1000000000001699;2810;THIS IS MY CERT 1000000000001699
1701NSI;1000000000001700;2811;THIS IS MY CERT 1000000000001700
1702NSI;1000000000001701;2812;THIS IS MY CERT 1000000000001701
1703NSI;1000000000001702;2813;THIS IS MY CERT 1000000000001702
1704NSI;1000000000001703;2814;THIS IS MY CERT 1000000000001703
1705NSI;1000000000001704;2815;THIS IS MY CERT 1000000000001704
1706NSI;1000000000001705;2816;THIS IS MY CERT 1000000000001705
1707NSI;1000000000001706;2817;THIS IS MY CERT 1000000000001706
1708NSI;1000000000001707;2818;THIS IS MY CERT 1000000000001707
1709NSI;1000000000001708;2819;THIS IS MY CERT 1000000000001708
1710NSI;1000000000001709;2820;THIS IS MY CERT 1000000000001709
1711NSI;1000000000001710;2821;THIS IS MY CERT 1000000000001710
1712NSI;1000000000001711;2822;THIS IS MY CERT 1000000000001711
1713NSI;1000000000001712;2823;THIS IS MY CERT 1000000000001712
1714NSI;1000000000001713;2824;THIS IS MY CERT 1000000000001713
1715NSI;1000000000001714;2825;THIS IS MY CERT 1000000000001714
1716NSI;1000000000001715;2826;THIS IS MY CERT 1000000000001715
1717NSI;1000000000001716;2827;THIS IS MY CERT 1000000000001716
1718NSI;1000000000001717;2828;THIS IS MY CERT 1000000000001717
1719NSI;1000000000001718;2829;THIS IS MY CERT 1000000000001718
1720NSI;1000000000001719;2830;THIS IS MY CERT 1000000000001719
1721NSI;1000000000001720;2831;THIS IS MY CERT 1000000000001720
1722NSI;1000000000001721;2832;THIS IS MY CERT 1000000000001721
1723NSI;1000000000001722;2833;THIS IS MY CERT 1000000000001722
1724NSI;1000000000001723;2834;THIS IS MY CERT 1000000000001723
1725NSI;1000000000001724;2835;THIS IS MY CERT 1000000000001724
1726NSI;1000000000001725;2836;THIS IS MY CERT 1000000000001725
1727NSI;1000000000001726;2837;THIS IS MY CERT 1000000000001726
1728NSI;1000000000001727;2838;THIS IS MY CERT 1000000000001727
1729NSI;1000000000001728;2839;THIS IS MY CERT 1000000000001728
1730NSI;1000000000001729;2840;THIS IS MY CERT 1000000000001729
1731NSI;1000000000001730;2841;THIS IS MY CERT 1000000000001730
1732NSI;1000000000001731;2842;THIS IS MY CERT 1000000000001731
1733NSI;1000000000001732;2843;THIS IS MY CERT 1000000000001732
1734NSI;1000000000001733;2844;THIS IS MY CERT 1000000000001733
1735NSI;1000000000001734;2845;THIS IS MY CERT 1000000000001734
1736NSI;1000000000001735;2846;THIS IS MY CERT 1000000000001735
1737NSI;1000000000001736;2847;THIS IS MY CERT 1000000000001736
1738NSI;1000000000001737;2848;THIS IS MY CERT 1000000000001737
